X,Y,Secondary
30.5,22.5,-0.75427
31.5,22.5,-0.46226000000000006
32.5,22.5,-0.41972
33.5,22.5,-0.46503
34.5,22.5,-0.54394
35.5,22.5,-0.59327
36.5,22.5,-0.2671
37.5,22.5,-0.78296
38.5,22.5,-1.15164
39.5,22.5,-1.0488
40.5,22.5,-1.40362
41.5,22.5,-1.31369
42.5,22.5,-1.51144
43.5,22.5,-1.48135
44.5,22.5,-1.81815
45.5,22.5,-1.62636
46.5,22.5,-1.61479
47.5,22.5,-1.94419
48.5,22.5,-2.12887
49.5,22.5,-1.99753
50.5,22.5,-2.0664700000000003
51.5,22.5,-1.8357400000000001
52.5,22.5,-1.80092
53.5,22.5,-1.68088
54.5,22.5,-1.76026
55.5,22.5,-1.5877
56.5,22.5,-1.60805
57.5,22.5,-2.0105299999999997
58.5,22.5,-2.2244599999999997
59.5,22.5,-2.5861099999999997
60.5,22.5,-2.49776
61.5,22.5,-2.56703
62.5,22.5,-2.2821
63.5,22.5,-1.8664
64.5,22.5,-1.68688
65.5,22.5,-1.56441
66.5,22.5,-1.3238
67.5,22.5,-1.50175
68.5,22.5,-1.5805
69.5,22.5,-1.8776400000000002
70.5,22.5,-2.0236
71.5,22.5,-1.7774299999999998
72.5,22.5,-1.6893099999999999
73.5,22.5,-1.53955
74.5,22.5,-1.13398
75.5,22.5,-1.11246
76.5,22.5,-0.71406
77.5,22.5,-1.08534
78.5,22.5,-0.8418899999999999
79.5,22.5,-0.83295
80.5,22.5,-0.65786
81.5,22.5,-0.6499199999999999
82.5,22.5,-0.92605
83.5,22.5,-1.0425
84.5,22.5,-0.92145
85.5,22.5,-1.03423
86.5,22.5,-0.7135699999999999
87.5,22.5,-0.29679
88.5,22.5,-0.21605
89.5,22.5,-0.07136
90.5,22.5,0.09506
91.5,22.5,0.7629100000000001
92.5,22.5,0.6933699999999999
93.5,22.5,0.72516
94.5,22.5,0.88428
95.5,22.5,0.9475399999999999
96.5,22.5,1.25292
97.5,22.5,1.36381
98.5,22.5,1.7904900000000001
99.5,22.5,1.4748
0.5,23.5,-0.37333
1.5,23.5,-0.63432
2.5,23.5,-0.5534100000000001
3.5,23.5,-0.9546100000000001
4.5,23.5,-1.02735
5.5,23.5,-0.89081
6.5,23.5,-1.08229
7.5,23.5,-0.9857899999999999
8.5,23.5,-0.8127800000000001
9.5,23.5,-0.83935
10.5,23.5,-0.42991999999999997
11.5,23.5,-0.5331
12.5,23.5,-0.5188699999999999
13.5,23.5,-0.53152
14.5,23.5,-0.30803
15.5,23.5,-0.70818
16.5,23.5,-0.464
17.5,23.5,-0.48785
18.5,23.5,-0.36584
19.5,23.5,-0.45508999999999994
20.5,23.5,-0.49401000000000006
21.5,23.5,-0.22121999999999997
22.5,23.5,-0.14847
23.5,23.5,-0.27395
24.5,23.5,-0.36488000000000004
25.5,23.5,-0.5714899999999999
26.5,23.5,-0.3873
27.5,23.5,-0.49195
28.5,23.5,-0.01669
29.5,23.5,-0.1947
30.5,23.5,-0.54456
31.5,23.5,-0.05041
32.5,23.5,-0.19338
33.5,23.5,-0.42067
34.5,23.5,-0.47198999999999997
35.5,23.5,-0.56315
36.5,23.5,-0.65051
37.5,23.5,-0.86803
38.5,23.5,-0.9929
39.5,23.5,-1.0490700000000002
40.5,23.5,-1.06139
41.5,23.5,-1.0946200000000001
42.5,23.5,-1.55944
43.5,23.5,-1.8615700000000002
44.5,23.5,-1.7065700000000001
45.5,23.5,-1.88677
46.5,23.5,-1.9251900000000002
47.5,23.5,-2.08756
48.5,23.5,-2.10427
49.5,23.5,-2.54038
50.5,23.5,-2.2593900000000002
51.5,23.5,-2.09186
52.5,23.5,-1.78055
53.5,23.5,-1.71619
54.5,23.5,-1.64543
55.5,23.5,-1.5038200000000002
56.5,23.5,-1.7876900000000002
57.5,23.5,-1.7698900000000002
58.5,23.5,-2.38096
59.5,23.5,-2.59721
60.5,23.5,-2.76612
61.5,23.5,-2.72388
62.5,23.5,-2.62672
63.5,23.5,-2.35927
64.5,23.5,-2.04038
65.5,23.5,-1.7683
66.5,23.5,-1.6806299999999998
67.5,23.5,-1.88808
68.5,23.5,-1.9720400000000002
69.5,23.5,-1.76909
70.5,23.5,-1.74973
71.5,23.5,-1.8890200000000001
72.5,23.5,-1.63127
73.5,23.5,-1.58074
74.5,23.5,-1.18886
75.5,23.5,-1.11653
76.5,23.5,-0.9423299999999999
77.5,23.5,-0.6539699999999999
78.5,23.5,-0.6250100000000001
79.5,23.5,-0.83615
80.5,23.5,-0.83957
81.5,23.5,-0.7460600000000001
82.5,23.5,-0.9425
83.5,23.5,-1.07782
84.5,23.5,-0.9439299999999999
85.5,23.5,-0.76965
86.5,23.5,-0.45083999999999996
87.5,23.5,-0.3303
88.5,23.5,-0.34798
89.5,23.5,-0.10672000000000001
90.5,23.5,0.31332
91.5,23.5,0.40905
92.5,23.5,0.59431
93.5,23.5,0.7265
94.5,23.5,0.78617
95.5,23.5,0.7691600000000001
96.5,23.5,1.01714
97.5,23.5,1.12839
98.5,23.5,1.44226
99.5,23.5,1.6771200000000002
0.5,24.5,-0.48801000000000005
1.5,24.5,-0.5238
2.5,24.5,-0.46593999999999997
3.5,24.5,-0.49173999999999995
4.5,24.5,-0.17668
5.5,24.5,-0.44556
6.5,24.5,-0.6182
7.5,24.5,-0.52449
8.5,24.5,-0.26314
9.5,24.5,-0.16898
10.5,24.5,-0.02497
11.5,24.5,-0.13644
12.5,24.5,-0.28663
13.5,24.5,-0.32347
14.5,24.5,-0.34371999999999997
15.5,24.5,-0.5928899999999999
16.5,24.5,-0.48908
17.5,24.5,-0.4571
18.5,24.5,-0.66759
19.5,24.5,-0.58929
20.5,24.5,-0.50365
21.5,24.5,-0.71118
22.5,24.5,-0.26156999999999997
23.5,24.5,-0.16892000000000001
24.5,24.5,-0.27842
25.5,24.5,-0.33361999999999997
26.5,24.5,-0.18759
27.5,24.5,-0.24361
28.5,24.5,-0.07602
29.5,24.5,-0.13677999999999998
30.5,24.5,0.22794
31.5,24.5,-0.029230000000000003
32.5,24.5,-0.36527
33.5,24.5,-0.33953
34.5,24.5,-0.11589
35.5,24.5,-0.31643000000000004
36.5,24.5,-0.37073
37.5,24.5,-0.59272
38.5,24.5,-0.77137
39.5,24.5,-1.17065
40.5,24.5,-1.5254
41.5,24.5,-1.5870799999999998
42.5,24.5,-1.68313
43.5,24.5,-1.96767
44.5,24.5,-2.06423
45.5,24.5,-2.19767
46.5,24.5,-2.44714
47.5,24.5,-2.3237400000000004
48.5,24.5,-2.36745
49.5,24.5,-2.6093599999999997
50.5,24.5,-2.31187
51.5,24.5,-2.02494
52.5,24.5,-2.01526
53.5,24.5,-1.82256
54.5,24.5,-1.88278
55.5,24.5,-1.91575
56.5,24.5,-1.94082
57.5,24.5,-2.0029
58.5,24.5,-2.1604400000000004
59.5,24.5,-2.4076400000000002
60.5,24.5,-2.56241
61.5,24.5,-2.60793
62.5,24.5,-2.97233
63.5,24.5,-2.5735799999999998
64.5,24.5,-2.3470299999999997
65.5,24.5,-2.05603
66.5,24.5,-1.86765
67.5,24.5,-1.4497200000000001
68.5,24.5,-1.53531
69.5,24.5,-1.6848599999999998
70.5,24.5,-1.9242400000000002
71.5,24.5,-1.6444400000000001
72.5,24.5,-1.58398
73.5,24.5,-1.54673
74.5,24.5,-1.22579
75.5,24.5,-1.0397299999999998
76.5,24.5,-0.8744700000000001
77.5,24.5,-1.043
78.5,24.5,-0.9172299999999999
79.5,24.5,-1.01425
80.5,24.5,-1.04157
81.5,24.5,-0.9442
82.5,24.5,-1.07855
83.5,24.5,-1.0492
84.5,24.5,-1.2193100000000001
85.5,24.5,-0.9646100000000001
86.5,24.5,-0.70003
87.5,24.5,-0.49465
88.5,24.5,-0.05739
89.5,24.5,0.0301
90.5,24.5,-0.12304000000000001
91.5,24.5,0.022609999999999998
92.5,24.5,0.45525
93.5,24.5,0.47803
94.5,24.5,0.80027
95.5,24.5,1.01936
96.5,24.5,1.249
97.5,24.5,1.36047
98.5,24.5,1.42764
99.5,24.5,1.32463
0.5,25.5,-0.19455999999999998
1.5,25.5,-0.32014000000000004
2.5,25.5,-0.34521
3.5,25.5,0.04992
4.5,25.5,-0.24664
5.5,25.5,-0.15631
6.5,25.5,-0.22734000000000001
7.5,25.5,-0.40736
8.5,25.5,-0.30251
9.5,25.5,-0.01614
10.5,25.5,0.16856
11.5,25.5,-0.21648
12.5,25.5,-0.29348
13.5,25.5,-0.27221
14.5,25.5,-0.18279
15.5,25.5,-0.4056
16.5,25.5,-0.5264
17.5,25.5,-0.65622
18.5,25.5,-0.6751699999999999
19.5,25.5,-0.73305
20.5,25.5,-0.55795
21.5,25.5,-0.82749
22.5,25.5,-0.47884
23.5,25.5,-0.36522
24.5,25.5,-0.6104
25.5,25.5,-0.62008
26.5,25.5,-0.43415
27.5,25.5,-0.38742
28.5,25.5,-0.47767
29.5,25.5,-0.64531
30.5,25.5,-0.40207
31.5,25.5,-0.07282000000000001
32.5,25.5,-0.11369000000000001
33.5,25.5,-0.49201000000000006
34.5,25.5,-0.2798
35.5,25.5,-0.30779
36.5,25.5,-0.57496
37.5,25.5,-0.7308100000000001
38.5,25.5,-0.64157
39.5,25.5,-1.03379
40.5,25.5,-1.51965
41.5,25.5,-1.61776
42.5,25.5,-1.5769600000000001
43.5,25.5,-1.64083
44.5,25.5,-2.05985
45.5,25.5,-1.9729400000000001
46.5,25.5,-2.10347
47.5,25.5,-2.13097
48.5,25.5,-2.44636
49.5,25.5,-2.60175
50.5,25.5,-2.56418
51.5,25.5,-2.12518
52.5,25.5,-1.7865099999999998
53.5,25.5,-1.6783700000000001
54.5,25.5,-1.82388
55.5,25.5,-2.2692799999999997
56.5,25.5,-2.29826
57.5,25.5,-2.46163
58.5,25.5,-2.51457
59.5,25.5,-2.8206599999999997
60.5,25.5,-3.10453
61.5,25.5,-2.87779
62.5,25.5,-2.80174
63.5,25.5,-2.63077
64.5,25.5,-2.70932
65.5,25.5,-2.20765
66.5,25.5,-1.9978099999999999
67.5,25.5,-1.93087
68.5,25.5,-2.04314
69.5,25.5,-2.2705900000000003
70.5,25.5,-2.1253599999999997
71.5,25.5,-2.2326900000000003
72.5,25.5,-1.96088
73.5,25.5,-1.46224
74.5,25.5,-1.1538
75.5,25.5,-1.00804
76.5,25.5,-0.69191
77.5,25.5,-0.9717600000000001
78.5,25.5,-0.6104
79.5,25.5,-0.7073699999999999
80.5,25.5,-0.83494
81.5,25.5,-0.96544
82.5,25.5,-1.10893
83.5,25.5,-1.31164
84.5,25.5,-1.0544
85.5,25.5,-0.79706
86.5,25.5,-0.5604399999999999
87.5,25.5,-0.3155
88.5,25.5,-0.40307
89.5,25.5,-0.14138
90.5,25.5,0.10189
91.5,25.5,0.15883
92.5,25.5,0.13601
93.5,25.5,0.17371
94.5,25.5,0.4756
95.5,25.5,0.8537399999999999
96.5,25.5,0.98859
97.5,25.5,0.89775
98.5,25.5,1.0446600000000001
99.5,25.5,1.2658200000000002
0.5,26.5,0.23144
1.5,26.5,-0.05909
2.5,26.5,0.08227000000000001
3.5,26.5,0.11762
4.5,26.5,0.215
5.5,26.5,0.061610000000000005
6.5,26.5,0.09382
7.5,26.5,0.02035
8.5,26.5,-0.18935
9.5,26.5,-0.12815
10.5,26.5,-0.08742
11.5,26.5,-0.16769
12.5,26.5,0.01841
13.5,26.5,-0.23967
14.5,26.5,-0.34889000000000003
15.5,26.5,-0.41776
16.5,26.5,-0.5705399999999999
17.5,26.5,-0.7974399999999999
18.5,26.5,-0.65191
19.5,26.5,-0.68661
20.5,26.5,-0.67707
21.5,26.5,-0.6997
22.5,26.5,-0.72838
23.5,26.5,-0.6383300000000001
24.5,26.5,-0.65845
25.5,26.5,-0.8464
26.5,26.5,-0.65256
27.5,26.5,-0.58797
28.5,26.5,-0.4478
29.5,26.5,-0.69201
30.5,26.5,-0.53086
31.5,26.5,-0.5337
32.5,26.5,-0.41383000000000003
33.5,26.5,-0.57287
34.5,26.5,-0.37222
35.5,26.5,-0.31932
36.5,26.5,-0.47713999999999995
37.5,26.5,-0.57467
38.5,26.5,-0.72264
39.5,26.5,-1.12929
40.5,26.5,-1.33505
41.5,26.5,-1.53821
42.5,26.5,-1.41159
43.5,26.5,-1.6183299999999998
44.5,26.5,-1.51601
45.5,26.5,-2.03634
46.5,26.5,-1.93114
47.5,26.5,-1.98137
48.5,26.5,-2.0571599999999997
49.5,26.5,-2.08098
50.5,26.5,-2.13679
51.5,26.5,-1.8557700000000001
52.5,26.5,-1.7489
53.5,26.5,-1.66577
54.5,26.5,-1.8849599999999997
55.5,26.5,-2.18736
56.5,26.5,-2.54855
57.5,26.5,-2.62331
58.5,26.5,-2.45548
59.5,26.5,-2.64775
60.5,26.5,-2.89793
61.5,26.5,-2.8794
62.5,26.5,-3.12225
63.5,26.5,-2.6566
64.5,26.5,-2.48723
65.5,26.5,-2.3096200000000002
66.5,26.5,-2.36508
67.5,26.5,-2.31302
68.5,26.5,-2.2553400000000003
69.5,26.5,-2.0996799999999998
70.5,26.5,-1.89625
71.5,26.5,-1.9297400000000002
72.5,26.5,-1.84667
73.5,26.5,-1.6037299999999999
74.5,26.5,-1.55681
75.5,26.5,-1.33053
76.5,26.5,-1.60263
77.5,26.5,-1.17545
78.5,26.5,-1.18216
79.5,26.5,-0.9933200000000001
80.5,26.5,-1.03641
81.5,26.5,-1.18485
82.5,26.5,-0.8627799999999999
83.5,26.5,-0.82711
84.5,26.5,-0.89184
85.5,26.5,-0.8303299999999999
86.5,26.5,-0.58699
87.5,26.5,-0.61178
88.5,26.5,-0.54424
89.5,26.5,-0.43533999999999995
90.5,26.5,-0.18756
91.5,26.5,-0.25274
92.5,26.5,-0.29384
93.5,26.5,0.10123
94.5,26.5,0.38816999999999996
95.5,26.5,0.5142899999999999
96.5,26.5,0.92022
97.5,26.5,1.06503
98.5,26.5,0.98772
99.5,26.5,0.7716
0.5,27.5,0.25949
1.5,27.5,0.22721999999999998
2.5,27.5,0.21438000000000001
3.5,27.5,0.33129000000000003
4.5,27.5,0.013130000000000001
5.5,27.5,-0.1732
6.5,27.5,-0.07837999999999999
7.5,27.5,-0.16869
8.5,27.5,-0.37694
9.5,27.5,-0.31386
10.5,27.5,-0.60192
11.5,27.5,-0.46971999999999997
12.5,27.5,-0.2523
13.5,27.5,-0.23698000000000002
14.5,27.5,-0.29955
15.5,27.5,-0.19719
16.5,27.5,-0.32697
17.5,27.5,-0.6452899999999999
18.5,27.5,-0.40747
19.5,27.5,-0.39358000000000004
20.5,27.5,-0.73343
21.5,27.5,-1.0550899999999999
22.5,27.5,-0.8629
23.5,27.5,-0.60073
24.5,27.5,-0.47318000000000005
25.5,27.5,-0.39913000000000004
26.5,27.5,-0.48655
27.5,27.5,-0.28221
28.5,27.5,-0.5090899999999999
29.5,27.5,-0.68633
30.5,27.5,-0.8551799999999999
31.5,27.5,-0.91055
32.5,27.5,-0.72635
33.5,27.5,-0.68124
34.5,27.5,-0.56648
35.5,27.5,-0.36275999999999997
36.5,27.5,-0.25799
37.5,27.5,-0.25589
38.5,27.5,-0.51742
39.5,27.5,-0.49706999999999996
40.5,27.5,-0.77979
41.5,27.5,-1.15079
42.5,27.5,-1.59307
43.5,27.5,-2.20589
44.5,27.5,-2.01745
45.5,27.5,-1.97623
46.5,27.5,-1.8726099999999999
47.5,27.5,-1.81834
48.5,27.5,-1.77118
49.5,27.5,-1.87285
50.5,27.5,-1.62045
51.5,27.5,-1.57511
52.5,27.5,-1.70669
53.5,27.5,-1.6763400000000002
54.5,27.5,-2.0440099999999997
55.5,27.5,-2.24073
56.5,27.5,-2.71965
57.5,27.5,-2.66993
58.5,27.5,-2.57972
59.5,27.5,-2.90125
60.5,27.5,-2.78839
61.5,27.5,-2.80356
62.5,27.5,-2.9184099999999997
63.5,27.5,-2.92434
64.5,27.5,-2.76436
65.5,27.5,-2.5994
66.5,27.5,-2.60467
67.5,27.5,-2.16859
68.5,27.5,-1.9427900000000002
69.5,27.5,-1.8631
70.5,27.5,-1.64208
71.5,27.5,-1.81577
72.5,27.5,-1.8483599999999998
73.5,27.5,-1.59228
74.5,27.5,-1.7885099999999998
75.5,27.5,-1.9247900000000002
76.5,27.5,-1.8338900000000002
77.5,27.5,-1.71638
78.5,27.5,-1.66167
79.5,27.5,-1.8304200000000002
80.5,27.5,-1.57544
81.5,27.5,-1.50325
82.5,27.5,-1.45516
83.5,27.5,-1.11376
84.5,27.5,-0.60569
85.5,27.5,-0.56643
86.5,27.5,-0.43313999999999997
87.5,27.5,-0.89881
88.5,27.5,-0.5838
89.5,27.5,-0.7259
90.5,27.5,-0.7691100000000001
91.5,27.5,-0.41577
92.5,27.5,-0.03572
93.5,27.5,-0.46829
94.5,27.5,0.17934
95.5,27.5,0.33675
96.5,27.5,0.63118
97.5,27.5,0.76951
98.5,27.5,0.79699
99.5,27.5,1.1041
0.5,28.5,0.34483
1.5,28.5,0.34255
2.5,28.5,0.44746
3.5,28.5,0.26835
4.5,28.5,0.32224
5.5,28.5,0.39057
6.5,28.5,0.13063
7.5,28.5,0.40086
8.5,28.5,-0.09775
9.5,28.5,-0.35704
10.5,28.5,-0.37063
11.5,28.5,-0.2045
12.5,28.5,-0.41463
13.5,28.5,-0.12532000000000001
14.5,28.5,-0.45553999999999994
15.5,28.5,-0.38499
16.5,28.5,-0.6593100000000001
17.5,28.5,-0.6482600000000001
18.5,28.5,-0.9324100000000001
19.5,28.5,-0.75871
20.5,28.5,-0.8106899999999999
21.5,28.5,-0.6682600000000001
22.5,28.5,-0.8356100000000001
23.5,28.5,-0.8357600000000001
24.5,28.5,-0.62444
25.5,28.5,-0.34586
26.5,28.5,-0.37246
27.5,28.5,-0.45651
28.5,28.5,-0.71439
29.5,28.5,-0.6087199999999999
30.5,28.5,-0.96925
31.5,28.5,-0.75938
32.5,28.5,-0.86756
33.5,28.5,-0.8439200000000001
34.5,28.5,-0.60739
35.5,28.5,-0.46031000000000005
36.5,28.5,-0.52013
37.5,28.5,-0.78675
38.5,28.5,-0.7573300000000001
39.5,28.5,-1.00032
40.5,28.5,-1.12677
41.5,28.5,-1.1953
42.5,28.5,-1.36615
43.5,28.5,-1.49128
44.5,28.5,-1.9082400000000002
45.5,28.5,-1.8944400000000001
46.5,28.5,-2.19751
47.5,28.5,-1.9832400000000001
48.5,28.5,-1.4994100000000001
49.5,28.5,-1.32436
50.5,28.5,-1.29673
51.5,28.5,-1.45682
52.5,28.5,-1.57303
53.5,28.5,-1.6067799999999999
54.5,28.5,-2.27398
55.5,28.5,-2.5676400000000004
56.5,28.5,-2.63766
57.5,28.5,-2.84172
58.5,28.5,-3.0036400000000003
59.5,28.5,-2.9704900000000003
60.5,28.5,-3.06471
61.5,28.5,-2.8647299999999998
62.5,28.5,-3.02768
63.5,28.5,-3.07407
64.5,28.5,-3.0251
65.5,28.5,-2.72579
66.5,28.5,-2.45613
67.5,28.5,-2.29
68.5,28.5,-2.03829
69.5,28.5,-2.05563
70.5,28.5,-1.90072
71.5,28.5,-2.21041
72.5,28.5,-1.9505
73.5,28.5,-1.81752
74.5,28.5,-2.03684
75.5,28.5,-1.89038
76.5,28.5,-1.9044
77.5,28.5,-2.02601
78.5,28.5,-1.74373
79.5,28.5,-1.6213600000000001
80.5,28.5,-1.75875
81.5,28.5,-1.63953
82.5,28.5,-1.45651
83.5,28.5,-1.14862
84.5,28.5,-1.20965
85.5,28.5,-0.70163
86.5,28.5,-0.45773
87.5,28.5,-0.4292
88.5,28.5,-0.8222200000000001
89.5,28.5,-0.9023200000000001
90.5,28.5,-0.48445
91.5,28.5,-0.23195
92.5,28.5,-0.11949000000000001
93.5,28.5,0.12190999999999999
94.5,28.5,0.33557
95.5,28.5,0.46771999999999997
96.5,28.5,0.77755
97.5,28.5,0.78563
98.5,28.5,0.8462200000000001
99.5,28.5,1.0411299999999999
0.5,29.5,0.52344
1.5,29.5,0.57425
2.5,29.5,0.67824
3.5,29.5,0.759
4.5,29.5,0.48408
5.5,29.5,0.1751
6.5,29.5,0.30357
7.5,29.5,0.08588
8.5,29.5,-0.19735999999999998
9.5,29.5,-0.17873
10.5,29.5,-0.44337
11.5,29.5,-0.65179
12.5,29.5,-0.6321100000000001
13.5,29.5,-0.6864
14.5,29.5,-0.6140800000000001
15.5,29.5,-0.67165
16.5,29.5,-0.63322
17.5,29.5,-0.53204
18.5,29.5,-0.44523
19.5,29.5,-0.58111
20.5,29.5,-0.63363
21.5,29.5,-0.52892
22.5,29.5,-0.33071999999999996
23.5,29.5,-0.7141
24.5,29.5,-0.679
25.5,29.5,-0.5131899999999999
26.5,29.5,-0.57585
27.5,29.5,-0.5451
28.5,29.5,-0.7766
29.5,29.5,-0.9954
30.5,29.5,-1.1648100000000001
31.5,29.5,-1.06929
32.5,29.5,-0.75107
33.5,29.5,-0.84815
34.5,29.5,-0.95094
35.5,29.5,-0.83316
36.5,29.5,-0.85283
37.5,29.5,-1.18878
38.5,29.5,-1.0157200000000002
39.5,29.5,-1.17785
40.5,29.5,-1.29671
41.5,29.5,-1.3922700000000001
42.5,29.5,-1.2143899999999999
43.5,29.5,-1.63638
44.5,29.5,-1.8694
45.5,29.5,-1.8078599999999998
46.5,29.5,-1.4919200000000001
47.5,29.5,-1.7109400000000001
48.5,29.5,-1.77593
49.5,29.5,-1.83833
50.5,29.5,-1.79443
51.5,29.5,-1.75335
52.5,29.5,-1.56628
53.5,29.5,-1.77089
54.5,29.5,-1.9679799999999998
55.5,29.5,-2.1916
56.5,29.5,-2.58011
57.5,29.5,-2.63306
58.5,29.5,-2.7002
59.5,29.5,-3.0632599999999996
60.5,29.5,-2.96743
61.5,29.5,-3.21691
62.5,29.5,-3.2728099999999998
63.5,29.5,-2.888
64.5,29.5,-3.0165
65.5,29.5,-2.68312
66.5,29.5,-2.52968
67.5,29.5,-2.39962
68.5,29.5,-2.2517
69.5,29.5,-2.1790700000000003
70.5,29.5,-2.0078
71.5,29.5,-1.9695799999999999
72.5,29.5,-2.00127
73.5,29.5,-1.81362
74.5,29.5,-1.41498
75.5,29.5,-1.8327900000000001
76.5,29.5,-1.7723099999999998
77.5,29.5,-1.7053
78.5,29.5,-1.5419399999999999
79.5,29.5,-1.8794
80.5,29.5,-1.80577
81.5,29.5,-1.9262400000000002
82.5,29.5,-1.8534700000000002
83.5,29.5,-1.54809
84.5,29.5,-1.3567
85.5,29.5,-1.1641
86.5,29.5,-0.51013
87.5,29.5,-0.25483
88.5,29.5,-0.8297700000000001
89.5,29.5,-0.9696
90.5,29.5,-0.57606
91.5,29.5,-0.15386
92.5,29.5,0.01098
93.5,29.5,0.02046
94.5,29.5,0.21773
95.5,29.5,0.54406
96.5,29.5,0.43501000000000006
97.5,29.5,0.93668
98.5,29.5,1.0689799999999998
99.5,29.5,1.09188
0.5,30.5,0.30657
1.5,30.5,0.58533
2.5,30.5,0.6764100000000001
3.5,30.5,0.54318
4.5,30.5,0.31709
5.5,30.5,0.47076
6.5,30.5,0.12617
7.5,30.5,-0.307
8.5,30.5,-0.48978
9.5,30.5,-0.62721
10.5,30.5,-0.75115
11.5,30.5,-0.65575
12.5,30.5,-0.72647
13.5,30.5,-0.6997800000000001
14.5,30.5,-0.16605
15.5,30.5,-0.11417999999999999
16.5,30.5,-0.50455
17.5,30.5,-0.42946999999999996
18.5,30.5,-0.38704
19.5,30.5,-0.61426
20.5,30.5,-0.8567600000000001
21.5,30.5,-0.48428000000000004
22.5,30.5,-0.4358
23.5,30.5,-0.44303000000000003
24.5,30.5,-0.4142
25.5,30.5,-0.30054000000000003
26.5,30.5,-0.40381
27.5,30.5,-0.76207
28.5,30.5,-0.74319
29.5,30.5,-0.85872
30.5,30.5,-0.9925700000000001
31.5,30.5,-0.68647
32.5,30.5,-0.63745
33.5,30.5,-0.61822
34.5,30.5,-0.6358199999999999
35.5,30.5,-0.93509
36.5,30.5,-1.0661
37.5,30.5,-1.27815
38.5,30.5,-1.20644
39.5,30.5,-1.29057
40.5,30.5,-0.96035
41.5,30.5,-1.27667
42.5,30.5,-1.24721
43.5,30.5,-1.1793
44.5,30.5,-1.17226
45.5,30.5,-1.53231
46.5,30.5,-1.6574900000000001
47.5,30.5,-2.0169099999999998
48.5,30.5,-1.7796599999999998
49.5,30.5,-1.7609
50.5,30.5,-1.9446700000000001
51.5,30.5,-1.69347
52.5,30.5,-1.8825900000000002
53.5,30.5,-1.6807900000000002
54.5,30.5,-1.7623400000000002
55.5,30.5,-1.83092
56.5,30.5,-2.2673
57.5,30.5,-2.79157
58.5,30.5,-2.96725
59.5,30.5,-2.85637
60.5,30.5,-2.7103599999999997
61.5,30.5,-2.72666
62.5,30.5,-2.67137
63.5,30.5,-2.887
64.5,30.5,-2.83192
65.5,30.5,-2.84153
66.5,30.5,-2.61132
67.5,30.5,-2.38478
68.5,30.5,-1.9057
69.5,30.5,-1.9333799999999999
70.5,30.5,-1.8604599999999998
71.5,30.5,-1.77253
72.5,30.5,-2.02831
73.5,30.5,-1.92865
74.5,30.5,-1.7781
75.5,30.5,-1.8091099999999998
76.5,30.5,-1.99068
77.5,30.5,-1.78598
78.5,30.5,-1.73918
79.5,30.5,-1.7127599999999998
80.5,30.5,-1.9218400000000002
81.5,30.5,-1.59229
82.5,30.5,-1.7055799999999999
83.5,30.5,-1.21243
84.5,30.5,-1.0660399999999999
85.5,30.5,-0.66184
86.5,30.5,-0.44947
87.5,30.5,-0.27133
88.5,30.5,-0.44609
89.5,30.5,-0.29830999999999996
90.5,30.5,-0.19747
91.5,30.5,-0.17237
92.5,30.5,-0.344
93.5,30.5,-0.11385999999999999
94.5,30.5,-0.16034
95.5,30.5,-0.00921
96.5,30.5,0.09866
97.5,30.5,0.59778
98.5,30.5,0.65985
99.5,30.5,0.7730199999999999
0.5,31.5,0.30267
1.5,31.5,0.25728
2.5,31.5,-0.09468
3.5,31.5,-0.07452
4.5,31.5,0.026289999999999997
5.5,31.5,-0.22039
6.5,31.5,-0.45022
7.5,31.5,-0.55943
8.5,31.5,-0.5394399999999999
9.5,31.5,-0.59927
10.5,31.5,-0.35591999999999996
11.5,31.5,-0.65666
12.5,31.5,-0.66422
13.5,31.5,-0.5345
14.5,31.5,-0.34606
15.5,31.5,-0.35614
16.5,31.5,-0.04432
17.5,31.5,-0.2949
18.5,31.5,-0.54898
19.5,31.5,-0.57247
20.5,31.5,-0.72773
21.5,31.5,-0.47626
22.5,31.5,-0.44896
23.5,31.5,-0.29453
24.5,31.5,-0.24097
25.5,31.5,-0.086
26.5,31.5,-0.69196
27.5,31.5,-0.78798
28.5,31.5,-0.6833899999999999
29.5,31.5,-0.58108
30.5,31.5,-0.37596999999999997
31.5,31.5,-0.5969800000000001
32.5,31.5,-0.5292600000000001
33.5,31.5,-0.5975600000000001
34.5,31.5,-0.8623200000000001
35.5,31.5,-1.00015
36.5,31.5,-1.32568
37.5,31.5,-1.05128
38.5,31.5,-1.36744
39.5,31.5,-1.08514
40.5,31.5,-0.9395600000000001
41.5,31.5,-0.89213
42.5,31.5,-1.03567
43.5,31.5,-1.09771
44.5,31.5,-1.28165
45.5,31.5,-1.54593
46.5,31.5,-1.8781900000000002
47.5,31.5,-1.7245
48.5,31.5,-1.80643
49.5,31.5,-1.4495799999999999
50.5,31.5,-1.5308899999999999
51.5,31.5,-1.57587
52.5,31.5,-1.58815
53.5,31.5,-1.4922
54.5,31.5,-1.69213
55.5,31.5,-1.7562900000000001
56.5,31.5,-2.02048
57.5,31.5,-2.63083
58.5,31.5,-2.90475
59.5,31.5,-2.97894
60.5,31.5,-2.8277
61.5,31.5,-2.5301400000000003
62.5,31.5,-2.52248
63.5,31.5,-2.6554
64.5,31.5,-2.80494
65.5,31.5,-2.64843
